Dialogue,Character,Label
"Yes, sir. I mean, no, sir.",spongebob,1
"ChefBob, you stole my line! I do all the insults around here!",not spongebob,0
"Oh, I am so sorry, Squidward. You're absolutely right.",not spongebob,0
"Um, oh, well, uh, thank you. It's—it's—it's really not such a big deal.",not spongebob,0
"Let me make it up to ya!  Hi, everybody! I'd like to introduce you to a very good friend of mine: Squidward Tentacles!",not spongebob,0
"Huh? Oh, no. Please, please, you're to—you're too kind.",not spongebob,0
"I was gonna ask Squidward how old he was, but then I remembered he can't count that high!",not spongebob,0
Huh?,not spongebob,0
"Alright, that's it! You can't talk to Squidward that way! He is one of my best friends!",spongebob,1
That's even more insulting.,not spongebob,0
"Get a load of him, folks! He must've been born on a highway because that's where most accidents happen!",not spongebob,0
Ow! Not funny!,not spongebob,0
He scores!,not spongebob,0
"Yeah, yeah! Fight in the bathroom!",not spongebob,0
Have a drink!,not spongebob,0
"No, no!",not spongebob,0
En garde!,spongebob,1
"Me customers!  Alright, enough of this.",not spongebob,0
"ChefBob, you are hereby fired!  Mr. Squidward, will you do the honors?",not spongebob,0
Let me help you slip into something more comfortable. Like the gutter!,not spongebob,0
I learned a very valuable lesson today.,spongebob,1
To always be yourself and not hide behind a puppet?,not spongebob,0
"Well, yeah, that, but  mostly don't slam your puppet hand in a register drawer.",spongebob,1
Ow.,spongebob,1
"What is it, Squidward?",spongebob,1
"What is it, Mr. Squidward?",not spongebob,0
It's—it's alive!,not spongebob,0
"And now, it's time for the ChefBob Cooking with Insults Show! And here's your host, ChefBob!",not spongebob,0
"Hi, everybody! Who's hungry?",not spongebob,0
"Alright. Roses are red, violets are blue, I was born pretty, what happened to you?",not spongebob,0
"Yay, yeah! Yay, yeah!",not spongebob,0
It's here!,not spongebob,0
"Behold, Patrick! The official Goofy Goober Backscratcher! And it only cost me 52 box tops.",spongebob,1
Wow.,not spongebob,0
"Ooh. Mm-hmm. Oh... Oh! Whoo! Oh, yeah, that's it!",spongebob,1
Let me try!,not spongebob,0
"Uh, Patrick, that's not the backscratcher. That's my arm.",spongebob,1
"Oh, sorry.",not spongebob,0
"You know, we shouldn't keep this all to ourselves. We should let Squidward try it out.",spongebob,1
Yeah!,not spongebob,0
Onward... to Squidward's house.,spongebob,1
Go away!,not spongebob,0
"To Sandy's house.  Hey, Sandy, you gotta see this!  Sandy? What's going on here?! Sandy, are you okay?  What's wrong, Sandy?",spongebob,1
They're coming. They're coming. The chimps are coming.,not spongebob,0
Who?,spongebob,1
"My bosses. They're coming for an inspection. I've worked day and night for a week, but none of my inventions are any good. If I don't have a real impressive invention by this afternoon, they'll cut my funding, and I'll have to leave Bikini Bottom.",not spongebob,0
"Oh, come on, Sandy. I'll bet you invented lots of useful things. This helmet looks impressive.  What's it do?",spongebob,1
It lets you talk to nuts. What use is that?,not spongebob,0
"SpongeBob to Peanut. Come in, Peanut.",spongebob,1
What's it saying?,not spongebob,0
"It says... It's dark in here. Got anything else, Sandy?",spongebob,1
"There's my nuttaccino machine. It makes a nice, hot frothy cup of any nut you choose.  And lastly, my fully automated nutcracker.  Oh, I can't even make a simple nutcracker!",not spongebob,0
"So it's got a few bugs. Patrick and I'll help you fix it. Right, Patrick? Patrick?  Everything'll be fine.",spongebob,1
"Oh, it's no use, SpongeBob! I just have to face facts. I'm leaving Bikini Bottom because... I'm a failure.",not spongebob,0
"We can't let Sandy leave, Patrick!",spongebob,1
What'll we do?,not spongebob,0
"They're looking for an invention, right?",spongebob,1
Right.,not spongebob,0
So let's start inventing!,spongebob,1
Yeah!,not spongebob,0
"It's time to get serious, Patrick.",spongebob,1
Right!  I made an invention. It's a stick you can draw or write stuff with.,not spongebob,0
"That's a pencil, Patrick. It's already been invented.",spongebob,1
"Ooh, ooh, this is a good one! It's a glass ball that lights up so you can see in the dark.",not spongebob,0
"Light bulb, already invented.",spongebob,1
"SpongeBob, I know this one will work. I've invented a parallel universe.",not spongebob,0
"That's a mirror, Patrick. It's already been invented.",spongebob,1
Somebody keeps stealing my ideas!,not spongebob,0
"Well, I thought it was a pretty good idea.",not spongebob,0
Ooh... I give up. I'll never invent anything.,spongebob,1
"♪So long, Bikini Bottom, I can't leave without a good-bye. But please don't think bad of me, if'n I start to cry. So long, Bikini Bottom, there's so many things I'll miss, from your smoggy, crowded city, to your stingin' jellyfish. This town is filled with many things, that I've come to love. From the birds that fly upon the ground, to the flowers up above. Farewell, Bikini Bottom, now I really hate to go. 'Cause the things I'll miss the most of all, are the friends I've come to know.♪",not spongebob,0
"I'm ashamed of myself, Patrick. I gave up too quickly. We'll build Sandy's bosses an invention so amazing, they'll give Sandy funding forever!  We've done it, Patrick! We've created the greatest invention the world has ever seen! Patrick, they're here.",spongebob,1
Who?,not spongebob,0
Sandy's bosses.  The reason we spent all afternoon inventing!,spongebob,1
I have no idea what you're talking about.,not spongebob,0
"Good day, gentlemen. Allow me to introduce ourselves. I am Professor Percy. This is Dr. Marmalade.",not spongebob,0
At your service.,not spongebob,0
And this is Lord Reginald.,not spongebob,0
Charmed.,not spongebob,0
You guys talk funny. Say more words!,not spongebob,0
"We are the board of directors of Tree Dome Enterprises Limited, and we are here to ascertain if Miss Cheek's inventions are up to snuff.",not spongebob,0
"Why, everyone in town has benefited from Sandy's scientific knowledge! Before Sandy showed up, I used to be a scrawny weakling!",spongebob,1
And I used to be dumb.,not spongebob,0
Quite. And whom do I have the pleasure of addressing?,not spongebob,0
My name is SpongeBob.,spongebob,1
And I am Professor Patrick.,not spongebob,0
Professor?,spongebob,1
Doctor Professor Patrick. Don't mind him. You know how interns are.,not spongebob,0
Where is Miss Cheeks?,not spongebob,0
She should be back any moment.,spongebob,1
I thought she ran away because she couldn't invent anything.,not spongebob,0
Patrick!,spongebob,1
That's Mr. Doctor Professor Patrick to you!,not spongebob,0
"Don't you think it's time to show them Sandy's invention, Mr. Doctor Professor Patrick?",spongebob,1
Good idea.,not spongebob,0
Well?,spongebob,1
"Hey, you're the unpaid intern. You do the work.",not spongebob,0
"Gentlemen, I can say without exaggeration that this is the most important invention in the history of the universe! I give you...  The Automatic Backscratcher, Hair Comber, Nose Picker, and Ukulele Tuner 9000!",spongebob,1
This is where our research money went?,not spongebob,0
Uh-huh. Isn't it great?!,spongebob,1
"An automatic back scratcher, hair comber, nose picker, ukulele tuner. Yes, well, I've heard that claim before.",not spongebob,0
"Yes, how do we know this contraption works?",not spongebob,0
Let's see a demonstration.,not spongebob,0
Step right up.  You look like you've been neglecting your personal hygiene.,not spongebob,0
Me?  Are you sure this is safe?,not spongebob,0
As sure as I'm a doctor professor.,not spongebob,0
"Patrick, don't you think we should test it?",spongebob,1
Okay.,not spongebob,0
That's not exactly what I had in mind!,spongebob,1
"Lord Reginald, are you all right?",not spongebob,0
"Oh I say, this is splendid.  Oh, absolutely splendid. What's this?  Oh marvelous. This machine has evacuated my nostrils of unwanted residue in a manner most pleasant.",not spongebob,0
"Good work, Mr. Doctor Professor Patrick.",spongebob,1
"Thank you, lowly assistant.",not spongebob,0
"Oh I say, now it's feeding me delicious pudding!",not spongebob,0
Pudding? I don't remember that part of the invention.,spongebob,1
"Now it's tuning my ukulele!  Ouch! I say, was that necessary?  You sir, are impertinent.  Oh, dear.",not spongebob,0
"Lord Reginald, are you all right?  Um sorry, was that a yes?",not spongebob,0
"Mr. Doctor Professor Patrick, what is the meaning of this?",not spongebob,0
It's okay. The horrible screaming means that it's working!,not spongebob,0
Oh I really wish Sandy were here.,spongebob,1
All aboard!,not spongebob,0
Will this bus take you somewhere when you've got nowhere else to go?,not spongebob,0
"It sure does. We make stops in Quittersville, Failuretown, and Loserburg.",not spongebob,0
What in tarnation?!  What's with all the monkey business?!,not spongebob,0
Sandy!,spongebob,1
SpongeBob! What the heck is going on here?!,not spongebob,0
Ouch.,not spongebob,0
It works! It works!,not spongebob,0
"Lord Reginald, are you all right?",not spongebob,0
I seem to have ruptured my pomposity.,not spongebob,0
We shall commence closure of this establishment immediately.,not spongebob,0
"Frankly, I'm beginning to question the economic benefits of underwater treedomes. Doesn't make much sense once you get right down to it.",not spongebob,0
"I'm sorry, Sandy. We were trying to keep you in Bikini Bottom, but all we did was ruin your chances to stay.",spongebob,1
"I was about to be fired anyway. Thanks for trying to help, SpongeBob. You, too, Patrick.",not spongebob,0
That's Mr. Doctor Professor Patrick.,not spongebob,0
Don't push it.,not spongebob,0
Sorry.,not spongebob,0
"We are departing, Dr. Marmalade.",not spongebob,0
"My word, all of this excitement has drastically reduced my potassium levels.  Good gracious! Can it be?",not spongebob,0
Try it again.,not spongebob,0
Oh! It is! It is! It's the banana peeler we have been searching 117 years for!,not spongebob,0
"Wow Sandy, they're going bananas for your nutcracker!",spongebob,1
Yeah.,not spongebob,0
"Well, Miss Cheeks, I must say you have exceeded expectations.",not spongebob,0
"It may be the extreme head trauma I've suffered, but I am going to offer you a 20-year contract with a substantial pay raise.",not spongebob,0
I accept.,not spongebob,0
Hooray!,not spongebob,0
"I expect great things out of you, Miss Cheeks. Great things.",not spongebob,0
Perhaps you could put your talents toward that automatic poop-throwing machine that's eluded us for so long.,not spongebob,0
"Now, now, one miracle at a time.",not spongebob,0
Goodbye!,not spongebob,0
"Well, the only thing left is to figure out what to do with this infernal contraption.",not spongebob,0
My turn.  Whoo-hoo!  All right!,not spongebob,0
"Hi, mailman!",spongebob,1
"Okay,  see you tomorrow!",spongebob,1
"Hey, the mail's here! What did you get?",not spongebob,0
"Let's see...  Gary, Gary, Gary, Gary, Gary, Gary, hey! A magazine!",spongebob,1
"That's funny, I don't remember subscribing to Fancy Living Digest.",spongebob,1
Whoa!,not spongebob,0
Look at all these glossy depictions of a higher standard of living!,spongebob,1
"This guy's so rich, he has a swimming pool in his swimming pool!",spongebob,1
This guy's got shoes!,not spongebob,0
"Give me that!  Stealing my mail, eh? You're lucky I don't report you to the authorities.",not spongebob,0
"Hey, Squidward, how do the people in that magazine get all that money?",spongebob,1
They're entrepreneurs. They sell things to people.,not spongebob,0
What kind of things?,spongebob,1
How should I know? Things people wanna buy.  Now keep your paws off my mail.,not spongebob,0
"That's it, Patrick! We gotta become entrepreneurs!",spongebob,1
Is that gonna hurt?,not spongebob,0
"Quick, Patrick, without thinking, if you could have anything in the world right now, what would it be?",spongebob,1
Uh...  More time for thinking.,not spongebob,0
"No, something real, an item, something you would pay for.",spongebob,1
A chocolate bar?,not spongebob,0
"That's a great idea, Pat! We'll become traveling chocolate bar salesmen!",spongebob,1
"Fancy living, here we come!",spongebob,1
Make way for a couple of ontre-prenyouers!,not spongebob,0
"Okay, Patrick, this is it! The first step on our road to living fancy! Just follow my lead.",spongebob,1
"Good afternoon, sir, could we interest you in some  chocolate?",spongebob,1
"Chocolate? Did you say, Chocolate?!",not spongebob,0
"Yes, sir. With or without nuts?",not spongebob,0
Chocolate?! CHOCOLATE?! CHOCOLATE! CHOCOLATE!,not spongebob,0
"Okay, the first guy didn't count. This is our real first step!  Good morning, sir! Would you like to buy some chocolate?",spongebob,1
"Chocolate bars, eh?",not spongebob,0
"Yes, sir, we are chocolate bar salesmen!",spongebob,1
Ha! A couple of mediocre salesmen if you ask me. That's no way to carry your merchandise!,not spongebob,0
"No, no no no, wrong. You guys wanna be good salesmen, right?",not spongebob,0
"Oh, most certainly, sir!",not spongebob,0
"Well,  no self respecting candy bar salesman would be caught dead without one of these!",not spongebob,0
Wow... what is it?,spongebob,1
"It's a candy bar bag, you knucklehead! It's specially designed to cradle each candy bar in velvet-lined comfort!",not spongebob,0
"But, I'm wasting my time.  You don't need these bags.",not spongebob,0
We need 'em! We need 'em!,not spongebob,0
"So long, boys! Happy hunting!  Suckers...",not spongebob,0
"Fancy livin', here we come! La la la la, la!",not spongebob,0
Let's try next door!,spongebob,1
Yes?,not spongebob,0
"Huh? Say, weren't you the same guy who sold us these candy bar bags?",spongebob,1
I... don't recall. But it looks to me like you fellas have got a lot of bags there. You two lady killers are too smart to be without one of my patented Candy Bar Bag Carrying Bags.,not spongebob,0
We'll take twenty!,not spongebob,0
"Oh, what can I do for you two nice young men?",not spongebob,0
We're selling chocolate bars. Would you like to buy one?,spongebob,1
That sounds heavenly! I'll take one.,not spongebob,0
"One chocolate bar, coming up!",spongebob,1
I don't have time for this.,not spongebob,0
I... got it! One chocolate bar for the nice—,spongebob,1
Chocolate! Chocolate! Chocolate!,not spongebob,0
"—lady.  We're not doing so well, Patrick. We need a new approach, a new tactic.",spongebob,1
Hm... I got it! Let's get naked!,not spongebob,0
"No, let's save that for when we're selling real estate. There must be something. What was the reason we bought those bags?",spongebob,1
He said we were mediocre...,not spongebob,0
That's it! He made us feel special!,spongebob,1
"Yeah, he did... I'm going back to buy more bags!",not spongebob,0
"No, wait, Patrick!",spongebob,1
Why don't we try being nice?,spongebob,1
"Oh, okay.",not spongebob,0
"Remember, Patrick, flatter the customer. Make him feel good.",spongebob,1
Hello?,not spongebob,0
I love you.,not spongebob,0
"I think you laid it on a teensy bit thick there, old pal. Let me try.",spongebob,1
Please. G-Go away!,not spongebob,0
"Um,  H-H-How you doin'?",spongebob,1
How am I doing?,not spongebob,0
Wanna buy some chocolate?,spongebob,1
We got him now!,not spongebob,0
"Sorry, chocolate has sugar and sugar turns to bubbling fat. Isn't that right, blubber boy?",not spongebob,0
"Hee hee, it tickles!",not spongebob,0
"As you can see, me and chocolate no longer hang.",not spongebob,0
You can keep that for five bucks.,not spongebob,0
I'll take ten!,not spongebob,0
We haven't sold one chocolate bar. I got a feeling that we're too easily distracted.,spongebob,1
Huh?,not spongebob,0
Let's make a pact right now that we will stay focused on selling at the next house.,spongebob,1
Huh?,not spongebob,0
Let's shake on it.,spongebob,1
Did you say something?,not spongebob,0
"Remember, Patrick, focus.",spongebob,1
Yes?,not spongebob,0
"Good afternoon, sir, we're selling chocolate bars.",spongebob,1
Why is Chubby here staring at me?,not spongebob,0
Focusing.,not spongebob,0
"Back up, Jack!",not spongebob,0
Nice place you got in here.,not spongebob,0
I can't understand what were doing wrong.,spongebob,1
I can't understand anything.,not spongebob,0
"There's something to this selling game that were just not getting. Other people do it, I mean look at that!",spongebob,1
"Eat Barnacle Chips, they're delicious.",not spongebob,0
They are most certainly not delicious!,spongebob,1
Not the way I use them!,not spongebob,0
Yet they sell millions of bags a day!,spongebob,1
"Well, maybe if they didn't stretch the truth, they wouldn't sell as many.",not spongebob,0
"That's it, Patrick! We've gotta stretch the truth!",spongebob,1
Chocolate!,not spongebob,0
"We'll work as a team. Let me get this customer warmed up, and then you come in for the kill!",spongebob,1
The kill!,not spongebob,0
Yes?,not spongebob,0
"Hello, young lady.",spongebob,1
We're selling chocolate.  Is your mother home?,spongebob,1
Mom!,not spongebob,0
"What, what, what's all the yelling?",not spongebob,0
"You just can't wait for me to die, can you?",not spongebob,0
They're selling chocolate.,not spongebob,0
Chocolate?,not spongebob,0
Yeah!,not spongebob,0
"What, what are they selling?",not spongebob,0
Chocolates!,not spongebob,0
What?,not spongebob,0
Chocolates!,not spongebob,0
I can't hear you!,not spongebob,0
They're selling chocolates!,not spongebob,0
They're selling chocolate?,not spongebob,0
Yeah!,not spongebob,0
"Chocolate. I remember when they first invented chocolate. Sweet, sweet chocolate.",not spongebob,0
I always hated it!,not spongebob,0
"Oh, but this chocolate's not for eating. It's for...",spongebob,1
You rub it on your skin and it makes you live forever.,not spongebob,0
"Live forever, you say? I'll take one.",not spongebob,0
"Come on, you lazy Mary!  Start rubbing me with that chocolate!",not spongebob,0
I hate you.,not spongebob,0
"If we keep exaggerating the truth, we'll be fancy living in no time!",spongebob,1
Hooray for lying!,not spongebob,0
It'll make your hair grow.,spongebob,1
Great! My wife's trying to grow a beard!,not spongebob,0
They'll make you sound smart.,spongebob,1
I'll take twenty!,not spongebob,0
It'll keep your face from getting any uglier.,not spongebob,0
Just in time.,not spongebob,0
They'll make you fly!,spongebob,1
You'll fall in love!,not spongebob,0
They'll bring world peace!,spongebob,1
You'll walk through walls!,not spongebob,0
You'll rule the world!,spongebob,1
This'll be the best lie yet!,not spongebob,0
"Yeah, this guy will feel so sorry for us, he'll have to buy all of our chocolate!",spongebob,1
What can I do for you boys?,not spongebob,0
"Hello, sir. Would you like to buy a chocolate bar? We need an operation.",spongebob,1
Really?,not spongebob,0
Small world. What's the matter with you guys?,not spongebob,0
"Um, we've got some head trauma and internal bleeding.",spongebob,1
"Ah, some guys have all the luck.",not spongebob,0
"I was born with glass bones and paper skin. Every morning, I break my legs, and every afternoon, I break my arms.",not spongebob,0
"At night,  I lie awake in agony until my heart attacks put me to sleep.",not spongebob,0
"Oh, no...",not spongebob,0
Ow...,not spongebob,0
"Quick, Patrick, let's help him!",spongebob,1
"Careful, put him down gently.",spongebob,1
Ow...!,not spongebob,0
"Poor, poor man. If there's anything, anything we can do to help you?",spongebob,1
"Well, there is one thing... as you can well imagine, my medical bills are extremely high, but luckily, I am able to keep myself alive by selling... chocolate bars.",not spongebob,0
"Such nice boys,  it does my heart good to con a couple of Class A suckeroonies like those two! Ha ha ha!",not spongebob,0
"Don't get me wrong, Patrick. It's great that we helped that guy out, but there's no one left in town to sell chocolate bars to.",spongebob,1
"Let's admit it, Patrick. We're failures.",spongebob,1
I can live with that.,not spongebob,0
Let's change our names to Why and Bother.,spongebob,1
Chocolate!,not spongebob,0
No! Don't hurt us. Please don't hurt me. No no. Please...,spongebob,1
No! Have mercy on me! Please spare me!,not spongebob,0
Finally! I've been trying to catch you boys all day! Now that I got you right where I want you...  I'd like to buy all your chocolate.,not spongebob,0
Thank you for your patronage.,spongebob,1
"Are we living the fancy life yet, SpongeBob?",not spongebob,0
"Not yet, pally! First, we got to spend all the money.",spongebob,1
But what are we going to spend it on?,not spongebob,0
"Good evening, sir. Table for one, please.",not spongebob,0
"Sorry, but the whole restaurant has been rented to a private party.",not spongebob,0
"But it's my only night to be fancy! Oh, who could afford to rent out the whole restaurant?",not spongebob,0
"Oh, a couple of rich entrepreneurs  and their dates.",not spongebob,0
"So, how long have you two ladies known each other?",spongebob,1
What? What did he say?,not spongebob,0
"And now, direct from Encino, America's favorite pirate and president of the SpongeBob SquarePants fan club, Patchy the Pirate.",not spongebob,0
"Yo ho ho, yo ho ho, yo ho ho ho ho ho.  Oh! Hi.  I'm Patchy the Pirate, president of the SpongeBob SquarePants Fan Club!  Hey, that's better!",not spongebob,0
Merry Christmas! Merry Christmas!,not spongebob,0
"That's right, Potty! It is Christmas.  And there ain't nothing better in the seven seas than a Bikini Bottom Christmas. It sure is a magical time of year.  Why, I'll bet old SpongeBob is gearing up for Santa Claus right now!",not spongebob,0
I sure am!  I'm ready!,spongebob,1
"Not bad for a creature with no vertebrae.  And I'm sure our pal Patrick is doing his share of the decorating.  I too am also preparing for Christmas.  Hmm, unbaked cookie dough!  Mmm...",not spongebob,0
Potty want cookie dough!  Cookie!,not spongebob,0
Potty! No!,not spongebob,0
Cookie!,not spongebob,0
Get out of here!,not spongebob,0
Cookie!,not spongebob,0
Potty!,not spongebob,0
Give us a lick!,not spongebob,0
"Back off, you flying freak!",not spongebob,0
Clarify please.,not spongebob,0
"This here cookie dough is for the children, not for pesky parrots.  What's that? Three bells! Well, we all know what three bells means!",not spongebob,0
Free ice cream!,not spongebob,0
"No, you silly livers.  No!",not spongebob,0
Man overboard?,not spongebob,0
"You, I'm ignoring.  No, it's time to open fan letters!",not spongebob,0
Here you go!,not spongebob,0
"Thank you, Potty.  Yeah. Okay Potty, thank you!  Come on, give it, you birdbrain!  Quiet, infernal bird!  Hmm.  This letter comes to us from...",not spongebob,0
Name and address withheld!,not spongebob,0
"And he writes, Dear SpongeBob, I am ten years old, and I was wondering if you like Christmas as much as I do. Sincerely yours...",not spongebob,0
Name and address withheld!,not spongebob,0
A very good question. But you know they didn't always celebrate Christmas in Bikini Bottom.,not spongebob,0
They didn't?,not spongebob,0
"No sir, my fine feathered little neck pain.  There was a time when no one had even heard of Christmas in Bikini Bottom.  Hey! Who wants to hear the story of SpongeBob's very first Christmas?  Potty?  You ate all me cookie dough!",not spongebob,0
Squ-ouch!,not spongebob,0
"Oh, well. On with the show.",not spongebob,0
"Today, I'm gonna sneak up and get that Sandy with a super sneaky karate move.",spongebob,1
"What diabolical act is she committing now?  Fire! Don't worry, Sandy, I'm coming! Stand back, Sandy, fire!  Huh? So I guess there's no fire?",spongebob,1
"What in the name of the Alamo is wrong with you, SpongeBob? Ain't you never seen a Christmas tree before?",not spongebob,0
Christmas who?,spongebob,1
What?! Y'all never heard of Christmas?,not spongebob,0
Is she a friend from Texas?,spongebob,1
No. I can't believe you haven't heard of...  ...Christmas.,not spongebob,0
Tell me more about this...  ...Christmas.,spongebob,1
"And so, Sandy wove the magical tale of gumdrops and pennywhistles. She told of toy-making elves and flying reindeer. But best of all, she told of the one they call, Santa Claus.",not spongebob,0
And everyone pretends to like the fruitcake.,spongebob,1
Yawn.,not spongebob,0
"But the best part is you can write a letter to this guy, Santa Claus, and tell him what you want, and when he comes he brings it to you.",spongebob,1
Just like a genie.,not spongebob,0
"I dunno about you, lubbers, but any fella who's giving away free stuff, is a friend o' mine.",not spongebob,0
"That's the spirit, Mr. Krabs.  Here you go! You can get started on your letter.",spongebob,1
I can't believe anybody would celebrate a holiday where a jolly prowler breaks into your house and leaves gifts.,not spongebob,0
Like a genie.,not spongebob,0
"Pipe down, Squidward. I'm trying to concentrate. This thing is as good as a blank check direct from the First National Bank of Santa Claus.",not spongebob,0
"Oh, brother.",not spongebob,0
Yeah.,not spongebob,0
"Okay, who's next?",spongebob,1
"Ooh, ooh, me, me!",not spongebob,0
Ooh.,not spongebob,0
"Here you go, Patrick.",spongebob,1
There's no words on this paper.,not spongebob,0
Not yet.,spongebob,1
Yippee! A writing stick.,not spongebob,0
"C'mon, Squidward. Write a letter.",spongebob,1
"SpongeBob, grow up will ya? No one's going to give me a gift just because I write them a stupid letter.",not spongebob,0
"SpongeBob, I ripped my paper. Could I have another one?",not spongebob,0
"Sure, buddy. Here you go. Okie dokie, Squid...  ...ward.",spongebob,1
"Uhh, SpongeBob...  Thanks.  Dear Sant...  D'oh! Not again.",not spongebob,0
"Here, Patrick, watch me.  Dear Santa, what do I want for Christmas, you may ask? All I want is for you to visit gentle folk here in Bikini Bottom. That is my wish.  Patrick, I designed this mechanism specifically to shoot bottles to the surface. The hopes of everyone rests on the success of its maiden voyage. Fire in the hole!",spongebob,1
Santa! Haha. Where's Santa?,not spongebob,0
Santa doesn't come till Christmas Eve.,spongebob,1
"Okay boy, my demands, uhh, I mean, my letter, is ready to go.",not spongebob,0
"Great, Mr. Krabs. What did you wish for?",spongebob,1
A pony.,not spongebob,0
Really?,spongebob,1
With saddle bags full of money!,not spongebob,0
"Here you go, SpongeBob.",not spongebob,0
"What did you wish for, Patrick?",spongebob,1
Another piece of paper.,not spongebob,0
"And what did you wish for, little girl?",spongebob,1
Front teeth!,not spongebob,0
I could use a new hat!,not spongebob,0
I need a new hairstyle!,not spongebob,0
I'd like a glass of water for my teeth.,not spongebob,0
"Excuse me, coming through, out of the way.",not spongebob,0
"Great, Squidward, you finished. What's your wish?",spongebob,1
My wish is that the people of Bikini Bottom will stop paying any attention to the inane dribble that is constantly streaming out of this dunderhead's mouth.,not spongebob,0
"Gee, Squidward, maybe Santa will bring me a dictionary so I can understand what you just said. Okay, everybody, we've got a lot to do now that we've summoned Santa Claus. We must ready ourselves for his arrival.",spongebob,1
Hooray!,not spongebob,0
"♪It's shaping up to be a wonderful holiday. Not your normal, average, everyday.♪",not spongebob,0
"♪Sounds like someone felled my old coral tree! SpongeBob, Patrick, why'd you do this to me?♪",not spongebob,0
♪The world feels like it's in loverly!♪,not spongebob,0
♪Go away before I harm you bodily!♪,not spongebob,0
"♪This Christmas feels like the very first Christmas to me! There'll be shopping, decorating, and plenty of snow! Hey, Patrick, who's that under the mistletoe?♪",not spongebob,0
"♪What? Who, me? Would you look at the time, I should go!♪",not spongebob,0
♪People seem a little more brotherly!♪,not spongebob,0
♪Here's a special something to you from me!♪,not spongebob,0
"♪Even all the trash, on Christmas it smells so sweetly! This Christmas feels like the very first Christmas to me!♪",not spongebob,0
♪La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la!♪,spongebob,1
♪What do you want? Can't you see that I'm busy!?♪,not spongebob,0
"♪Step outside, we've got something for you to see!♪",not spongebob,0
"♪SpongeBob, take this stuff down immediately!♪",not spongebob,0
♪Chestnuts roasting and burns in the third degree!♪,not spongebob,0
♪Tonight things are as good as they seem to be!♪,not spongebob,0
♪A star on top will complete all the scenery!♪,not spongebob,0
♪This Christmas feels like the very first Christmas to me! This Christmas feels like the very first Christmas to me!♪,not spongebob,0
"Is Squidward right? Can there be a Christmas under the sea? Stay tuned! Whoa!  It's about time you got back! Now I can finish me story! So, SpongeBob was sending the last of the letters to Santa...",not spongebob,0
I hope he can read Portuguese.,not spongebob,0
"Ah, well that's the last letter. Wait! Squidward hasn't written his letter yet!  Squidward! Hurry! Squidward, Squidward! Hurry!",spongebob,1
"SpongeBob, what are you doing?",not spongebob,0
"Don't worry, Squidward. I'll help you get started.  Dear Santa Claus...",spongebob,1
"SpongeBob, forget it.",not spongebob,0
"Right, too formal. Hi Santa...",spongebob,1
"SpongeBob, no.",not spongebob,0
"Howdy, Claus?",spongebob,1
I'm not writing a letter to a figment of your imagination.,not spongebob,0
"But, Squidward, when Santa comes, you'll be the only one without a gift.",spongebob,1
"SpongeBob, how many times do I have to say it? I don't believe in Santa Claus!",not spongebob,0
"C’mon, Squid, all you have to do is write a letter. What have you got to lose?",spongebob,1
My self-respect. My sanity. My lunch.,not spongebob,0
"Squidward, c'mon.",spongebob,1
"C’mon, Squidward! Don't be a party pooper! C'mon out!",not spongebob,0
Santa Claus is a big phony! SpongeBob has got you all fooled!,not spongebob,0
"C'mon, Squidward. C'mon!",spongebob,1
Those idiots are gonna be up all night while I get a full night’s sleep.,not spongebob,0
"♪Oh, Santa's coming tonight, tonight. Santa's coming tonight. Santa's coming tonight, tonight. Santa's coming tonight.♪",not spongebob,0
C'mon everybody! Let's sing till Santa gets here.,spongebob,1
"♪Santa's coming tonight, tonight. Santa's coming tonight. Santa's coming tonight, tonight. Santa's coming...♪",not spongebob,0
"♪Santa's coming tonight, tonight. Santa's coming tonight.♪",not spongebob,0
Hey! Where's Santa?,not spongebob,0
"Uh, he should be here any minute. ♪Santa's coming tonight, tonight. Santa's coming tonight.♪",spongebob,1
"Oh, c'mon. Enough of this.",not spongebob,0
"Thanks for the lies, Mr. Fairytale! Let's go waste our time somewhere else.",not spongebob,0
"Hey, guys, where's your Christmas spirit? He's just running late.",spongebob,1
He probably just stopped for a snack! Fat guys get hungry right?,not spongebob,0
Yeah!,spongebob,1
Never trust a genie.,not spongebob,0
"Ah, morning already? Oh, boy!  Merry Christmas! Ho, ho, ho! Merry Christmas. Wait. Oh, I see a great Christmas photo op. Could you move in a little?  Say Santa Claus.",not spongebob,0
Santa Claus.,spongebob,1
"Aww, our first Christmas. ♪This Christmas feels like the very first Christmas. The first Christmas is this Christmas.  'Cause it feels like the first Christmas to me.♪",not spongebob,0
"You were right, Squidward. This was a stupid holiday.  I still want you to have this.",spongebob,1
What? What's this?,not spongebob,0
A present. I made it for you so you wouldn't be left out when... Santa came!,spongebob,1
"Oh, gee, I, uh, you know I...",not spongebob,0
You're welcome.,spongebob,1
"SpongeBob? He made me a present? It's probably a jellyfish net, or an old Krabby patty, or...  his favorite underpants. Haha. Present.  Why, it looks like a clarinet.  It smells like one, too. Handcrafted out of driftwood. And it's even got my name on it.  What's this?  Wow. This is the greatest gift I've ever gotten.  Oh, I feel like a... I feel like a... I feel like a...  big jerk. What have I done to poor SpongeBob? Uh, hey, SpongeBob? I... SpongeBob?",not spongebob,0
